ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
6458,palau,27,1,27-1,,"1129[22, 37-38];1125[28]"
2941,tsou,71,0,71-0,,568[1026]
6909,lau,50,1,50-1,,1220[80-81]
3443,maori,30,2,30-2,,"1159[106, 211-237];1157[397]"
6459,palau,28,3,28-3,,"1125[28, 30]"
3449,maori,36,1,36-1,,1159[431-435]
12235,toba-batak,105,3,105-3,,1889[17]
7490,minahasa,15,1,15-1,,"1253[11, 19, 51]"
6927,lau,54,0,54-0,,23[418]
6928,lau,55,1,55-1,,23[418];1220[137]
9565,roti,71,0,71-0,,"1411[460-462, 466]"
1605,chuuk,42,1,42-1,,337[135]
6704,rapa-nui,40,3,40-3,,"1203[309-316, 331-341];1215[40]"
5634,kayan,64,2,64-2,,"968[247, 251, 252]"
6042,bukidnon,34,1,34-1,,1015[97]
3447,maori,34,1,34-1,,1159[466]
6543,maori,55,1,55-1,,1159[345-346]
6535,maori,95,2,95-2,,1159[454-472]
6761,rapa-nui,23,4,23-4,,1204[53-54];1203[14]
6773,rapa-nui,73,3,73-3,,1207[325-334]
6771,rapa-nui,71,2,71-2,,1204[53];1206[728]
6774,rapa-nui,74,2,74-2,,1205[54]
6072,bukidnon,65,0,65-0,,1015[72]
6778,rapa-nui,70,0,70-0,,1207[78-90]
3435,maori,9,2797,,,620
6454,palau,23,4,23-4,,1887[56-57]
6545,maori,57,2,57-2,,"1159[345-346, 350]"
9604,roti,75,2,75-2,,1411[462];1409[213]
9606,roti,77,1,77-1,,1409[213];1411[462]
6929,lau,56,0,56-0,,23[418];1220[137]
3433,maori,7,4,7-4,,166[21]
3434,maori,8,116219,,,620
5576,kayan,5,2.1,,,1757[13];2
2459,rennell,42,1,42-1,,462
12055,dusun,25,2,25-2,,1539[75]
6073,bukidnon,66,1,66-1,,"1015[26, 72]"
3460,maori,47,1,47-1,,1159[433-453]
5179,maori,17,3,17-3,,867[91]
6531,maori,49,1,49-1,,1159[345-346]
6442,palau,6,134.6,,,1131[24];2
5578,kayan,7,4,7-4,,1816[112]
21086,kei,11,3,11-3,,"1878[45, 55-58]"
12241,tsou,105,3,105-3,,562[140]
5579,kayan,8,740000,,,1816[111]
6443,palau,7,2,7-2,,1126
6445,palau,9,217,,,1126
12056,dusun,26,3,26-3,,1539[75]
12057,dusun,27,3,27-3,,1539[75]
9608,roti,79,1,79-1,,2;100[162];123
6520,palau,90,1,90-1,,1140
6723,rapa-nui,46,1,46-1,,1203[314]
20077,uvea,61,0,61-0,,1861[79-91]
6724,rapa-nui,42,1,42-1,,
6552,moken,95,0,95-0,,31
3602,chamorro,68,0,68-0,,1170[12-13];623[43-46]
3466,chamorro,7,2,7-2,,911
3465,chamorro,6,144.8,,,912[132];2
5017,atayal,82,2,82-2,,831[12]
1389,ontong-java,81,3,81-3,,223[255]
3768,bontok,67,1,67-1,,646[63-64]
4936,berawan,71,2,71-2,,823[110];815[13]
2573,rarotonga,75,3,75-3,,465[16-19]
5606,kayan,34,1,34-1,,969[1];970[93]
3521,chamorro,83,1,83-1,,912
5189,maori,69,3,69-3,,"867[151-167, 211-224, 240-258]"
5190,maori,70,1,70-1,,"867[151-167, 211-224]"
7796,isneg,21,0,21-0,,1279;14[Map 2.23]
6521,palau,91,3,91-3,,1133[1];1140
10449,mota,34,1,34-1,,1590[267-268]
7768,mangareva,83,0,83-0,,1269[98-99]
6505,palau,75,2,75-2,,1140;1143
12266,dusun,73,3,73-3,,1595[44]
9667,mekeo,94,1,94-1,,1443[198]
6471,palau,39,1,39-1,,1276[166-175]
6477,palau,44,1,44-1,,1276[181-184]
5617,kayan,45,1,45-1,,"969[32, 33]"
9285,tokelau,4,4101,,,1398[4];1428[330];123
12041,dusun,2,1,2-1,,1527[79];1593[213]
21103,kei,17,1,17-1,,"1878[37, 39]"
3519,chamorro,81,3,81-3,,915
1879,manggarai,59,2,59-2,,320[41-52]
10631,mota,59,1,59-1,,1590[287]
3870,chamorro,92,2,92-2,,915[466-468]
5598,kayan,26,1,26-1,,970[14];167[169];968[143-144]
447,Maohi,77,2,77-2,,1790
10636,mota,64,0,64-0,,1479[228-289 ]
6504,palau,74,2,74-2,,1125[70-75]
10833,landdayak,87,0,87-0,,1550[334-336]
9375,tokelau,14,4,14-4,,1428[332]
8881,kapingamarangi,47,0,47-0,,1369[202]
6896,lau,36,0,36-0,,1220[140-141]
6135,paiwan,34,1,34-1,,1060[199]
12249,dusun,81,3,81-3,,1553[125]
4814,manus-titan,42,1,42-1,,720[49]
6780,rapa-nui,78,2,78-2,,1207[7]
6781,rapa-nui,79,0,79-0,,1205;1207[15]
6512,palau,82,2,82-2,,1125[70-71]
12251,dusun,83,0,83-0,,1553[125]
7555,tagbanuwa,24,1,24-1,,"1250[5-52, 52]"
9671,mekeo,25,2,25-2,,1443[198];1414[15]
6347,wogeo,61,0,61-0,,1093
6426,ifugao,69,3,69-3,,1122
10105,tetum,9,2963,,,1497
4907,berawan,40,2,40-2,,"815[47, 244, 248]"
4906,berawan,39,2,39-2,,821[8];815[247]
6932,lau,28,3,28-3,,1220[256-257]
6405,ifugao,26,1,26-1,,"1114[391-392, 394, 397]"
5618,kayan,46,1,46-1,,969[137-138];970[95]
5596,kayan,24,2,24-2,,968[149-157];167[169]
5597,kayan,25,1,25-1,,970[14];167[170]
5600,kayan,28,2,28-2,,"167[169];968[131-142, 138-139]"
9270,laboya,78,2,78-2,,1329[5-7]
7026,lau,69,3,69-3,,1220[45]
5601,kayan,29,3,29-3,,"167[169];968[131, 134-142]"
7554,tagbanuwa,23,4,23-4,,1250[42]
4905,berawan,38,2,38-2,,"815[23, 248]"
6579,ifugao,70,1,70-1,,1177[27-28]
5647,kayan,77,1,77-1,,969[270-271];973[12-13]
2086,kwaio,71,0,71-0,,395[S125];388[26-29]
2268,futuna,42,1,42-1,,422[113]
8188,tinguian,7,2,7-2,,1851[732-733]
5920,palawan-batak,81,3,81-3,,304[7]
3588,chamorro,44,1,44-1,,623[100]
6939,lau,27,0,27-0,,"1220[113-117, 243-275]"
8246,nuaulu,63,3,63-3,,1318[42-44]
9861,erromango,64,1,64-1,,"348[136, 177-186]"
6408,ifugao,29,1,29-1,,1114[396-397]
12264,dusun,71,3,71-3,,1553[122]
6938,lau,26,0,26-0,,"1220[113-117, 243-275]"
7031,lau,88,2014,,,149
7397,toabaita,21,0,21-0,,14[Map 2.23]
3590,chamorro,46,1,46-1,,623[109-111]
21058,kei,95,0,95-0,,1878[46]
3567,chamorro,39,2,39-2,,623[109]
8474,karo,27,1,27-1,,"687[32, 34]"
9862,erromango,65,0,65-0,,"348[134-138, 177-186]"
9863,erromango,66,1,66-1,,"348[135, 177-186]"
3655,chamorro,28,2,28-2,,"623[22, 30]"
8882,kapingamarangi,42,1,42-1,,1369[199]
3653,chamorro,25,1,25-1,,623[28]
3656,chamorro,29,3,29-3,,"623[22, 30-38]"
12265,dusun,72,2,72-2,,1595[44]
9865,erromango,68,0,68-0,,"348[134-141, 177-186]"
3657,chamorro,30,3,30-3,,"623[22, 30-38]"
9619,roti,2,1,2-1,,1891[1]
3514,chamorro,74,2,74-2,,627[61-87];915[459-460]
11928,ami,92,2,92-2,,1547[265-266]
3515,chamorro,75,3,75-3,,911;628
6783,rapa-nui,88,2014,,,149
7389,toabaita,30,0,30-0,,1248[18-19]
7040,lau,90,1,90-1,,1232;1221[163]
8878,kapingamarangi,39,2,39-2,,"1369[28-31, 200-201]"
7030,lau,80,1,80-1,,396[18-19]
5400,roviana,37,2,37-2,,1565[82]
6768,rapa-nui,30,2,30-2,,"1204[54];166[265, 261];1203[172-192]"
6785,rapa-nui,90,1,90-1,,1207[30]
5743,kelabit,51,1,51-1,,946[319-320]
880,mare,61,0,61-0,,67[21-38]
9388,tokelau,31,0,31-0,,1398[145-151]
9624,roti,9,430,,,1891[1]
9620,roti,5,-10.7,,,1891[1];2
9621,roti,6,123.2,,,1891[1];2
9000,kapingamarangi,70,0,70-0,,"1396[35-48, 47]"
8415,karo,2,1,2-1,,1327[7]
9623,roti,8,1250,,,1891[1]
9385,tokelau,28,2,28-2,,"1398[147, 150]"
7379,toabaita,61,0,61-0,,"1248[90-95, 102-121]"
7384,toabaita,25,2,25-2,,"1248[18-19, 61]"
5368,roviana,63,3,63-3,,
8890,kapingamarangi,51,0,51-0,,"1377[118-152, 199-340]"
9625,roti,31,2,31-2,,"674[17-47, 36]"
5702,kelabit,64,1,64-1,,949[11];946[185-255]
5704,kelabit,66,1,66-1,,949[12];946[185-255]
2136,marquesas,59,3,59-3,,"945[35-39, 53, 54-55]"
5888,bukidnon,9,2954,,,986
5887,bukidnon,8,94630,,,986
5140,lakalai,23,4,23-4,,693[415]
4118,lakalai,25,2,25-2,,"693[415, 441]"
4119,lakalai,26,2,26-2,,693[415];699[24]
17813,visayans,45,2,45-2,,"1748[77, 93-94]"
17815,visayans,47,1,47-1,,1748[87-88]
2448,rennell,36,0,36-0,,
10015,pukapuka,9,30,,,1440
6766,rapa-nui,28,2,28-2,,1203[191-192];166[265]
6077,bukidnon,70,0,70-0,,1015[16]
5718,kelabit,84,3,84-3,,
6402,ifugao,23,4,23-4,,1114[398]
6081,bukidnon,74,2,74-2,,"1014[52-53, 54]"
9382,tokelau,25,0,25-0,,"1398[147, 150]"
10642,mota,15,4,15-4,,1479[306-308]
6727,rapa-nui,49,1,49-1,,1203[328]
5693,kelabit,25,1,25-1,,167[160];949[38]
5695,kelabit,30,1,30-1,,949[39]
544,marshall-islands,61,0,61-0,,"956[69-71, 230-283 ]"
20079,uvea,63,4,63-4,,"1861[85, 89]"
7423,toabaita,79,0,79-0,,396[19]
9601,roti,28,2,28-2,,674[28];1409[213]
6735,rapa-nui,57,2,57-2,,1203[130-131]
16418,moken,140,2,140-2,,1174[232];27[29]
5692,kelabit,24,3,24-3,,"949[9, 36]"
5700,kelabit,26,3,26-3,,167[160];949[38-39]
14865,manihiki-rakahanga,3,356,,,123
14866,manihiki-rakahanga,4,5102,,,123
14867,manihiki-rakahanga,19,0,19-0,,15[109]
14868,manihiki-rakahanga,20,0,20-0,,14[Map 2.21]
14869,manihiki-rakahanga,21,0,21-0,,14[Map 2.21]
6078,bukidnon,71,3,71-3,,1014[53];562[39]
4172,lakalai,73,3,73-3,,692[5]
9602,roti,29,3,29-3,,674[28];1409[213]
9603,roti,30,1,30-1,,674[28];1409[213];1405[345-346]
864,mare,42,1,42-1,,198[177];197[310]
2095,kwaio,80,1,80-1,,396[18-19]
8522,rejang,7,4,7-4,,817
6084,bukidnon,77,2,77-2,,1014[53];1049[40-41]
5736,kelabit,92,2,92-2,,950[84-85];949[42-43]
6769,rapa-nui,31,2,31-2,,1204[54];1203[136-137]
5716,kelabit,82,2,82-2,,946[458-464]
5717,kelabit,83,0,83-0,,"946[429-430, 458-469]"
8523,rejang,8,480793,,,862
18847,alune,50,1,50-1,,1805[226]
5734,kelabit,90,1,90-1,,949[8];950[75-76]
5735,kelabit,91,2,91-2,,"950[75, 77]"
4177,lakalai,78,2,78-2,,703[3-4]
6721,rapa-nui,44,2,44-2,,1203[119]
5723,kelabit,72,2,72-2,,949[8]
5709,kelabit,75,2,75-2,,947[208];949[22]
7424,toabaita,80,1,80-1,,396[18-19]
6779,rapa-nui,69,3,69-3,,"1204[53, 54]"
9386,tokelau,29,3,29-3,,"1398[92-110, 150]"
6736,rapa-nui,58,3,58-3,,1203[120]
7359,toabaita,51,1,51-1,,1248[74-75]
6697,rapa-nui,34,1,34-1,,1203[310]
6775,rapa-nui,75,3,75-3,,1204[54];1203[47-48]
11604,cheke-holo,81,3,81-3,,"1512[95, 136]"
7789,isneg,9,2930,,,614
9833,erromango,42,1,42-1,,1437[389]
20090,uvea,46,1,46-1,,1861[162]
14870,manihiki-rakahanga,94,0,94-0,,1604[8]
124,moken,42,1,42-1,,31[105]
2917,tsou,40,3,40-3,,173[25-36]
7095,kaoka,64,0,64-0,,"1224[1, 19-40, 23]"
17800,visayans,59,2,59-2,,1748[77-93]
401,Maohi,42,1,42-1,,122[120]
9380,tokelau,23,4,23-4,,1398[147-148];1401
7855,mangareva,88,2014,,,149
16526,ulithi,140,1,140-1,,1556[359]
16527,ulithi,141,3,141-3,,1556[359]
9644,mekeo,61,0,61-0,,"1404[41-45, 218-288]"
13692,tolai,11,2,11-2,,"782[334, 335]"
7080,kaoka,3,0,,,1814[24]
20091,uvea,47,0,47-0,,"1861[84-91, 161-162]"
7084,kaoka,20,0,20-0,,14[Map 2.21]
7447,tagbanuwa,9,2086,,,1892
18850,alune,59,2,59-2,,1805[138-149]
6777,rapa-nui,77,1,77-1,,"1207[66, 101-133]"
3402,kalinga,59,3,59-3,,1786[17-28];613[159-196]
4995,atayal,69,3,69-3,,562[143]
6586,ifugao,78,2,78-2,,"1177[43-44, 54]"
15083,bughotu,25,2,25-2,,1613[223-224]
4935,berawan,70,2,70-2,,
4594,atayal,31,1,31-1,,562[144-145]
6791,moriori,61,0,61-0,,1208[3];1210[50]
18754,alune,73,3,73-3,,1805[66]
10749,mota,10,1430,,,1829;1828[v]
8921,laboya,67,2,67-2,,"1329[119, 233]"
6795,moriori,65,0,65-0,,1208[2-3]
6796,moriori,66,0,66-0,,1208[2-3]
6797,moriori,67,0,67-0,,1208[2-3]
6798,moriori,68,0,68-0,,1208[2-3]
6880,moriori,54,0,54-0,,234;23;24
6881,moriori,55,0,55-0,,234;23;24
6882,moriori,56,0,56-0,,234;23;24
1274,samoan,42,1,42-1,,271[223-224]
3851,nendo,34,1,34-1,,679[4]
7544,minahasa,63,3,63-3,,1253[19]
20056,uvea,38,3,38-3,,"1861[84-85, 88]"
3762,bontok,61,1,61-1,,646[175]
6728,rapa-nui,50,1,50-1,,
6729,rapa-nui,51,1,51-1,,1203[328]
6799,moriori,49,1,49-1,,1208[12]
7120,kaoka,62,1,62-1,,"1224[75, 78]"
17803,visayans,62,1,62-1,,1748[78]
6765,rapa-nui,27,0,27-0,,166[271];1203[18-19]
9630,roti,19,2,19-2,,15[109]
7047,kaoka,56,1,56-1,,1224[72]
7045,kaoka,54,1,54-1,,1224[72];24[142-143]
2162,motu,34,1,34-1,,411[49]
9631,roti,20,1,20-1,,14[Map 2.21];1405[346-368]
9627,roti,3,12,,,1409[212];123
9628,roti,4,459,,,1409[212];123
5007,atayal,81,3,81-3,,562[143]
5018,atayal,83,0,83-0,,"831[10-12];832[130, 146];562[143]"
8894,laboya,45,2,45-2,,1329[60-78]
9835,erromango,44,0,44-0,,1437[389]
4946,berawan,81,3,81-3,,815[18];821[31]
7538,minahasa,7,4,7-4,,591[607]
4949,berawan,84,3,84-3,,821[113-114]
15081,bughotu,23,3,23-3,,"1613[221, 223]"
9836,erromango,45,1,45-1,,1437[389]
7072,kaoka,25,1,25-1,,1224[3]
6763,rapa-nui,25,2,25-2,,"1203[19, 38-39]"
6764,rapa-nui,26,2,26-2,,166[271];1203[19]
12250,dusun,82,2,82-2,,1553[125]
6832,moriori,26,2,26-2,,1209[80]
116,moken,34,1,34-1,,1174[232]
6762,rapa-nui,24,2,24-2,,"1204[53-54];1203[18, 331, 332];166[271]"
6772,rapa-nui,72,3,72-3,,1206[727-728]
6836,moriori,30,3,30-3,,"1209[80];1210[24, 56];1208[5-6]"
6847,moriori,74,2,74-2,,1210[66];1214[266]
8968,kapingamarangi,25,1,25-1,,"1369[11];477[7-49, 48]"
7063,kaoka,47,0,47-0,,
10817,landdayak,6,110.5,,,1600[82];1513[xiii];2
7065,kaoka,5,-9.7,,,1224[Map (Guadalcanal and the surrounding Solomon Islands)];2
7066,kaoka,6,160.7,,,1224[Map (Guadalcanal and the surrounding Solomon Islands)];2
17804,visayans,63,2,63-2,,1748[77-93]
6897,lau,95,0,95-0,,1220[140-141]
7096,kaoka,65,2,65-2,,1224[23-24]
290,hawaiians,24,1,24-1,,"84[120-121, 128-129]"
7097,kaoka,66,2,66-2,,1224[23-24]
7098,kaoka,67,0,67-0,,"1224[1, 19-40, 23]"
7050,kaoka,42,1,42-1,,1224[72]
12261,dusun,87,0,87-0,,
8502,karo,90,1,90-1,,1336[269];1335[868]
7238,sama-dilaut,75,2,75-2,,1243[227]
8270,nuaulu,29,2,29-2,,1324[52-53]
6569,ifugao,50,1,50-1,,1116[12]
7064,kaoka,2,1,2-1,,1224[1-2]
7099,kaoka,68,0,68-0,,"1224[1, 19-40, 23]"
7067,kaoka,7,2,7-2,,1225
8524,rejang,9,3800,,,862
4939,berawan,74,2,74-2,,823[110];821[25]
3286,bunun,34,1,34-1,,602[70]
9839,erromango,49,1,49-1,,348[173]
6702,rapa-nui,38,2,38-2,,1203[316-317]
20092,uvea,42,1,42-1,,1861[87]
6700,rapa-nui,95,2,95-2,,1203[316-317]
7070,kaoka,23,4,23-4,,1224[3]
7071,kaoka,24,0,24-0,,"1224[3, 41-50]"
9505,roti,59,2,59-2,,1891[120-187]
3799,bontok,71,0,71-0,,652[184];2
7108,kaoka,77,2,77-2,,1224[3]
7073,kaoka,26,1,26-1,,1224[3]
6831,moriori,25,0,25-0,,1210
9632,roti,21,0,21-0,,1411[460]
9633,roti,94,1,94-1,,1409[214];1405[346-368]
7124,kaoka,45,1,45-1,,"1224[79-84, 83]"
8972,kapingamarangi,29,3,29-3,,1381[48];1369[143]
8966,kapingamarangi,23,3,23-3,,"1381[7-8, 17];1369[6-9]"
8969,kapingamarangi,26,1,26-1,,"1369[10-11];1381[7-49, 48]"
10022,tetum,65,0,65-0,,
10023,tetum,66,1,66-1,,
20095,uvea,49,1,49-1,,1861[86]
3800,bontok,72,2,72-2,,1764
9279,tokelau,5,-9.4,,,1428[330];2
9596,roti,23,3,23-3,,674[29-30];1409[213]
9845,erromango,55,1,55-1,,23;24;234[255-256]
8973,kapingamarangi,30,3,30-3,,1381[48];1369[142-143]
20096,uvea,50,1,50-1,,1861[62]
8271,nuaulu,30,2,30-2,,1324[52-53]
8060,yap,62,1,62-1,,1298[528];1275[134]
8061,yap,63,3,63-3,,1302[144]
9076,belep,20,0,20-0,,14[Map 2.21]
8839,ajie,23,4,23-4,,1351[7-8];1371[101]
20097,uvea,51,0,51-0,,1861[86]
2218,motu,90,1,90-1,,"415[145-146, 155]"
14881,anuta,9,78,,,1607[13]
8970,kapingamarangi,27,0,27-0,,"1369[10-11];1381[7-49, 48]"
7075,kaoka,28,3,28-3,,1224[3]
7076,kaoka,29,3,29-3,,1224[3]
7077,kaoka,30,3,30-3,,1224[43]
6933,lau,29,3,29-3,,1220[253-261]
10843,kwaraae,66,1,66-1,,
4292,southern-toraja,83,1,83-1,,"1704[109-148, 222-264]"
20100,uvea,54,0,54-0,,23
20101,uvea,55,0,55-0,,23
6935,lau,31,3,31-3,,"1220[253, 261-262]"
9778,Seniang,94,0,94-0,,1580[164]
8840,ajie,24,2,24-2,,1351[7-8];1371[101]
14876,anuta,2,1,2-1,,1607[13]
6934,lau,30,3,30-3,,1220[253-261]
7078,kaoka,31,0,31-0,,1224[47-50]
8979,kapingamarangi,7,1,7-1,,1369[1]
20102,uvea,56,0,56-0,,23[420]
9286,tokelau,17,2,17-2,,1398[26-32];1845[139-147]
250,lifou,71,0,71-0,,75[122]
659,atoni,24,3,24-3,,150[51-52]
7105,kaoka,74,2,74-2,,1224[95]
6573,ifugao,64,1,64-1,,1179[827]
2488,rennell,83,0,83-0,,462
10844,kwaraae,67,2,67-2,,
14877,anuta,5,-11.6,,,1607[13];2
14878,anuta,6,169.8,,,1607[13];2
14879,anuta,7,2,7-2,,1607[13]
7100,kaoka,69,3,69-3,,1224[95]
9439,tanala,26,1,26-1,,1397[52-56]
9492,tanala,81,1,81-1,,
14880,anuta,8,0.4,,,1609[72]
6576,ifugao,67,0,67-0,,1179[827-828]
11601,cheke-holo,31,2,31-2,,"1512[21-23, 33, 40]"
1424,palawan-batak,31,2,31-2,,299[45-51]
6419,ifugao,54,0,54-0,,234[262];23;24
6420,ifugao,55,0,55-0,,234[262];23;24
6421,ifugao,56,0,56-0,,234[262];23;24
7829,nage,46,1,46-1,,"1278[218, 227]"
5878,palawan-batak,69,3,69-3,,299[168-169];305[205]
1420,palawan-batak,27,3,27-3,,303[43-46];299[41-43]
1423,palawan-batak,30,3,30-3,,299[40-41]
4534,palawan-batak,44,1,44-1,,"303[6, 7-8]"
4541,palawan-batak,51,1,51-1,,"740[v, 16-18]"
5916,palawan-batak,74,2,74-2,,299[168-169];305[205]
7054,kaoka,34,1,34-1,,1224[78]
14882,anuta,3,133.5,,,1607[13];123
14883,anuta,4,2341,,,123
1430,palawan-batak,36,3,36-3,,1892;303[83]
253,lifou,74,2,74-2,,61[62]
5913,palawan-batak,71,3,71-3,,299[60];305[205]
7125,kaoka,46,2,46-2,,1224[4]
9597,roti,24,4,24-4,,"674[23-24, 29];1409[213]"
7034,lau,83,0,83-0,,1232
7035,lau,84,3,84-3,,1232
3328,bunun,81,3,81-3,,607[217];601[510-511]
4290,southern-toraja,81,3,81-3,,706[283]
8503,karo,91,2,91-2,,
14884,anuta,17,1,17-1,,1607[13]
14885,anuta,19,0,19-0,,15[109]
7176,sama-dilaut,55,0,55-0,,234
6604,ifaluk,37,3,37-3,,1184[213-227];1187
6617,ifaluk,51,1,51-1,,"1184[64-120, 207-243, 116-117]"
14886,anuta,20,0,20-0,,14[Map 2.21]
14887,anuta,21,0,21-0,,14[Map 2.23]
7848,isneg,74,2,74-2,,1283[2]
310,hawaiians,44,1,44-1,,158[116];85[159-161]
311,hawaiians,45,0,45-0,,158[115-117];85[154-164]
313,hawaiians,47,1,47-1,,"85[5, 11];88[4-6]"
7783,nage,47,1,47-1,,"1278[218, 227]"
2167,motu,39,0,39-0,,415
12023,dusun,15,1,15-1,,1527[83]
1766,tanna,15,1,15-1,,348[157-159]
660,atoni,25,3,25-3,,"150[46-49, 52]"
6606,ifaluk,39,2,39-2,,1184[213]
6673,ifaluk,72,1,72-1,,1199[5]
6681,ifaluk,80,0,80-0,,1199[13-14]
9238,laboya,27,1,27-1,,1329[19-20]
9234,laboya,23,4,23-4,,1329[19]
9235,laboya,24,0,24-0,,1329[16-32]
9236,laboya,25,2,25-2,,1329[19]
9237,laboya,26,0,26-0,,1329[19-20]
11625,cheke-holo,71,0,71-0,,1520[35]
19474,bellona,143,0,143-0,,1848[83]
14890,anuta,23,4,23-4,,1609[74]
8904,laboya,50,1,50-1,,"1329[35, 69-70]"
10637,mota,65,0,65-0,,
7167,sama-dilaut,45,1,45-1,,1243[144]
8905,laboya,51,0,51-0,,1329[16-32]
7168,sama-dilaut,46,2,46-2,,1243[141]
5629,kayan,59,2,59-2,,968[65];970[127]
9239,laboya,28,1,28-1,,1329[19-20]
9240,laboya,29,1,29-1,,1329[19-20]
9241,laboya,30,1,30-1,,1329[19-20]
9645,mekeo,62,0,62-0,,1404[218-288]
6555,ifugao,20,2,20-2,,1176[13]
7149,ifugao,4,817,,,562[78]
12268,dusun,75,2,75-2,,1596
2506,rarotonga,7,2,7-2,,1880[21-22]
2507,rarotonga,9,653,,,1880[22]
6598,ifaluk,2,1,2-1,,1184[26]
9954,tetum,50,1,50-1,,1435[83]
12270,dusun,77,2,77-2,,1596
11624,cheke-holo,70,0,70-0,,1512[183-208]
6089,bukidnon,82,2,82-2,,1014[52];1015[8]
6656,ifaluk,31,1,31-1,,1184[170-171];122[969]
9588,mekeo,51,1,51-1,,1414[159]
451,Maohi,81,3,81-3,,1150[307]
1296,kiribati,11,3,11-3,,279[6-9]
7146,ifugao,39,2,39-2,,"1176[11-12, 27-28, 35, 67]"
11626,cheke-holo,72,2,72-2,,1520[32]
7185,sama-dilaut,64,0,64-0,,"1243[37-38, 168-182]"
9937,pukapuka,34,1,34-1,,1438[311-312]
5640,kayan,70,2,70-2,,969[260-261]
9188,small_islands,83,0,83-0,,1472[164-167]
3297,bunun,45,1,45-1,,607[227-228]
7170,sama-dilaut,49,0,49-0,,1243[104-182]
130,moken,59,1,59-1,,31[103-105]
9955,tetum,51,0,51-0,,"1435[25-46, 47-70]"
7215,sama-dilaut,23,1,23-1,,"1243[39, 100-102]"
3522,chamorro,84,1,84-1,,627[64-66]
7172,sama-dilaut,51,0,51-0,,"1243[81-103, 139-182]"
7177,sama-dilaut,56,0,56-0,,234
7192,sama-dilaut,5,5.1,,,1243[19];2
7193,sama-dilaut,6,119.8,,,1243[19];2
7175,sama-dilaut,54,0,54-0,,234
2179,motu,63,2,63-2,,"1216[214, 215]"
9650,mekeo,66,1,66-1,,1416
9651,mekeo,67,0,67-0,,
9652,mekeo,68,0,68-0,,
9282,tokelau,8,4,,,1399[5]
9262,laboya,72,1,72-1,,
4071,toba-batak,81,3,81-3,,673[41];930[208]
9267,laboya,75,1,75-1,,
12276,dusun,91,2,91-2,,
15088,bughotu,29,1,29-1,,"1613[223, 225-226]"
15089,bughotu,30,2,30-2,,1613[225-226]
7164,sama-dilaut,42,1,42-1,,1243[143-144]
7207,sama-dilaut,3,0,,,1243[38]
7387,toabaita,28,0,28-0,,1248[18-19]
2467,rennell,55,1,55-1,,23
9266,laboya,88,1983,,,1329
7208,sama-dilaut,4,1374,,,1243[19];123
7209,sama-dilaut,17,1,17-1,,1243[38]
7210,sama-dilaut,19,2,19-2,,15[109]
7211,sama-dilaut,20,1,20-1,,14[Map 2.21];1243[139-182]
7846,isneg,72,2,72-2,,1764
6557,ifugao,94,1,94-1,,1177[38-39]
1649,chuuk,83,0,83-0,,328[44];342[71-72]
6400,ifugao,17,1,17-1,,1177[28]
19449,bellona,54,1,54-1,,1000[398-399]
19450,bellona,55,1,55-1,,1000[398-399]
19451,bellona,56,0,56-0,,1000[398-399]
6582,ifugao,73,3,73-3,,1177[82];1122[371]
7220,sama-dilaut,28,2,28-2,,"1243[81, 99-100, 102]"
6427,ifugao,74,2,74-2,,1122[267-368]
9271,laboya,79,0,79-0,,1329[5];100[162]
93,moken,11,1,11-1,,"1174[231, 232]"
6583,ifugao,75,2,75-2,,1117[498];1123[71-72]
8971,kapingamarangi,28,3,28-3,,1381[48-49]
15082,bughotu,24,3,24-3,,1613[223]
7216,sama-dilaut,24,1,24-1,,"1243[39, 100, 102]"
7217,sama-dilaut,25,0,25-0,,1243[102];1236[96]
7218,sama-dilaut,26,1,26-1,,1236[96]
7219,sama-dilaut,27,0,27-0,,1236[96]
7556,tagbanuwa,25,1,25-1,,"1250[5-52, 174]"
7222,sama-dilaut,30,3,30-3,,"1243[81, 83, 85-98, 102]"
7240,sama-dilaut,77,2,77-2,,1237[227]
86,moken,3,0,,,1174[230];123
3282,bunun,31,0,31-0,,602[65]
7388,toabaita,29,0,29-0,,1248[18-19]
7851,mangareva,77,2,77-2,,1790
8409,nuaulu,77,2,77-2,,1320[282]
7029,lau,79,0,79-0,,396[19]
7223,sama-dilaut,31,3,31-3,,"1243[39, 102]"
7187,sama-dilaut,66,2,66-2,,"1243[168, 171-172]"
12533,Pohnpei,105,1,105-1,,1465[39]
12534,Pohnpei,106,3,106-3,,1465[39]
7467,tagbanuwa,46,2,46-2,,1250[154]
3848,nendo,62,0,62-0,,679[35-54];668[142-154];671[32-27]
7184,sama-dilaut,63,3,63-3,,1243[167]
7237,sama-dilaut,74,2,74-2,,1243[213];1234[196]
7425,toabaita,88,2014,,,149
9283,tokelau,9,3,,,1399
3318,bunun,71,0,71-0,,610[1313];569[154]
8354,nuaulu,78,2,78-2,,1318[21-22];1320
7233,sama-dilaut,70,1,70-1,,1243[218];1234[196]
9598,roti,25,2,25-2,,"674[27-47, 29, 41-43];1409[213]"
8018,nage,87,0,87-0,,1278[18-22]
8095,yap,6,138.1,,,1298[7];2
20042,uvea,105,3,105-3,,1861[64]
20043,uvea,106,2,106-2,,1861[64]
9284,tokelau,3,461,,,"1398[4, 7 ];1428[330];123"
